Nama.Produk,Harga,Gambar,Berat,Kipas,Backlight.Keyboard,Volume,Lebar,Ketinggian,Ketebalan,ukuran.layar,Resolusi,Kerapatan.Piksel,Jenis.Layar,Layar.Sentuh,Anti.Pantul,RAM,Kecepatan.RAM,Penyimpanan.Flash,Penyimpanan.Internal,Kecepatan.CPU,Thread.CPU,SSD.NVME,HDMI,USB.Daya,Adaptor.Magsafe,Suara.Stereo,"Konektor.Suara.3,5mm",Dolby.Atmos,Stylus,Pemindai.Sidikjari,Jumlah.Mikrofon,Pengenal.Wajah.3D
"Lenovo ThinkPad P53 15.6"" FHD Intel Core i7-9750H 2.6GHz / 16GB RAM / 256GB SSD",2.3,https://images.versus.io/objects/lenovo-thinkpad-p53-15-6-fhd-intel-core-i7-9750h-2-6ghz-16gb-ram-256gb-ssd.front.master.1576684641045.jpg,2.5,0,1,2332843,377.4,252.3,24.5,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",0,1,16,2666,1,256,6 x 2.6GHz,12,0,1,1,0,1,1,0,0,1,2,0
"MSI GF65 Thin 15.6"" Intel Core i7-9750H 2.6GHz / 16GB RAM / 512GB SSD",879,https://images.versus.io/objects/msi-gf65-thin-15-6-intel-core-i7-9750h-2-6ghz-16gb-ram-512gb-ssd.front.master.1612556143606.jpg,1.86,0,1,1978743,359,254,21.7,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",0,0,16,2666,1,512,6 x 2.6GHz,12,0,1,1,0,1,1,0,0,0,1,0
Asus ZenBook 14 UM431DA AMD Ryzen 7 3700U 2.3GHz / 8GB RAM / 512GB SSD,846,https://images.versus.io/objects/asus-zenbook-14-um431da-amd-ryzen-7-3700u-2-3ghz-8gb-ram-512gb-ssd.front.master.1588284696573.jpg,1.39,0,1,1092143,324,212,15.9,14,1920 x 1080px,157,"IPS, LCD, LED-backlit",0,1,8,2400,1,512,4 x 2.3GHz,8,0,1,0,0,1,1,0,0,1,1,0
"Acer Aspire 3 15.6"" Intel Celeron N4000 1.1GHz / 4GB RAM / 128GB SSD",300,https://images.versus.io/objects/acer-aspire-3-15-6-intel-celeron-n4000-1-1ghz-4gb-ram-128gb-ssd.front.master.1590773772865.jpg,1.94,0,0,1811533,363.4,250.5,19.9,15.6,1920 x 1080px,141,"LED-backlit, LCD",0,0,4,2400,1,128,2 x 1.1GHz,2,0,1,1,0,1,1,0,0,0,1,0
"Microsoft Surface Laptop 3 13.5"" Intel Core i7-1065G7 / 16GB RAM / 1TB SSD",433,https://images.versus.io/objects/microsoft-surface-laptop-3-13-5-intel-core-i7-1065g7-16gb-ram-1tb-ssd.front.master.1576684641045.jpg,1.29,0,0,995923,308,223,14.5,13.5,2256 x 1504px,201,"IPS, LCD, LED-backlit",1,0,16,3733,1,1000,4 x 1.3GHz,8,0,0,1,0,1,1,0,0,0,2,1
"HP Chromebook 14 G5 14"" Intel Celeron N3350 1.1GHz / 8GB / 64GB",165,https://images.versus.io/objects/hp-chromebook-14-g5-14-intel-celeron-n3350-1-1ghz-8gb-64gb.front.master.1576684641045.jpg,1.54,0,0,1393763,337,226,18.3,14,1920 x 1080px,157,"IPS, LCD, LED-backlit",1,1,8,2400,1,64,2 x 1.1GHz,2,0,0,1,0,1,1,0,0,0,1,0
"Asus ZenBook Flip 13 UX362FA 13.3"" Intel Core i7-8565U 1.8GHz / 16GB RAM / 512GB SSD",404,https://images.versus.io/objects/asus-zenbook-flip-13-ux362fa-13-3-intel-core-i7-8565u-1-8ghz-16gb-ram-512gb-ssd.front.master.1599675163408.jpg,1.3,0,1,1010283,305,196,16.9,13.3,1920 x 1080px,166,"IPS, LCD, LED-backlit",1,0,16,2400,1,512,4 x 1.8GHz,8,0,1,1,0,1,1,0,0,0,1,0
"Asus Chromebook Flip C436 14"" FHD Intel Core i5-10210U 1.6GHz / 16GB RAM / 512GB SSD",979,https://images.versus.io/objects/asus-chromebook-flip-c436-14-fhd-intel-core-i5-10210u-1-6ghz-16gb-ram-512gb-ssd.front.master.1685102023008.jpg,1.14,0,1,850133,319,205,13,14,1920 x 1080px,157,"IPS, LED-backlit",1,0,16,2666,1,512,4 x 1.6GHz,8,1,0,0,0,1,1,0,1,1,1,0
"Lenovo Flex 5G 14"" Qualcomm Snapdragon 8cx 2.84 GHz / 8GB RAM / 256GB SSD",280,https://images.versus.io/objects/lenovo-flex-5g-14-qualcomm-snapdragon-8cx-2-84-ghz-8gb-ram-256gb-ssd.front.master.1601337862213.jpg,1.3,0,1,1011363,320,215,14.7,14,1920 x 1080px,157,"IPS, LCD, LED-backlit",1,0,8,2133,1,256,2 x 2.84GHz & 2 x 1.8GHz,8,0,0,1,0,1,1,0,0,1,2,1
"HP Spectre x360 15.6"" Intel Core i7-8705G 3.1GHz / 16GB / 512GB SSD",1.3,https://images.versus.io/objects/hp-spectre-x360-15-6-intel-core-i7-8705g-3-1ghz-16gb-512gb-ssd.front.master.1576684641045.jpg,2.14,0,1,1741153,359,250,19.4,15.6,3840 x 2160px,282,"IPS, LCD, LED-backlit",1,0,16,2400,1,512,4 x 3.1GHz,8,0,1,1,0,1,1,0,1,1,2,0
"Lenovo ThinkPad X1 Yoga (2018) 14"" WQHD IPS Intel Core i7-8650U 1.9GHz / 16GB / 1TB SSD",1,https://images.versus.io/objects/lenovo-thinkpad-x1-yoga-2018-14-wqhd-ips-intel-core-i7-8650u-1-9ghz-16gb-1tb-ssd.front.master.1576684641045.jpg,1.4,0,1,1300183,333,229,17.05,14,2560 x 1440px,210,"IPS, LCD, LED-backlit",1,0,16,2133,1,1000,4 x 1.9GHz,8,0,1,1,0,1,1,0,0,1,2,0
"Lenovo ThinkPad X1 Carbon (2018) 14"" FHD IPS Intel Core i7-8650U 1.9GHz / 16GB / 1TB SSD",650,https://images.versus.io/objects/lenovo-thinkpad-x1-carbon-2018-14-fhd-ips-intel-core-i7-8650u-1-9ghz-16gb-1tb-ssd.front.master.1576684641045.jpg,1.13,0,1,1120.23,323.5,217.1,15.95,14,1920 x 1080px,157,"IPS, LCD, LED-backlit",0,0,16,2400,1,1000,4 x 1.9GHz,8,0,1,1,0,1,1,0,0,1,2,0
"HP Spectre x360 15.6"" Intel Core i7-8550U 1.8GHz / 16GB / 512GB SSD",1299,https://images.versus.io/objects/hp-spectre-x360-15-6-intel-core-i7-8550u-1-8ghz-16gb-512gb-ssd.front.master.1576684641045.jpg,2.14,0,1,1732173,359,250,19.3,15.6,3840 x 2160px,282,"IPS, LCD, LED-backlit",1,0,16,2400,1,512,4 x 1.8GHz,8,0,1,1,0,1,1,0,1,1,1,0
"LG Gram 15 (2018) 15.6"" Intel Core i7-8550U 1.8GHz / 16GB / 1TB SSD",899,https://images.versus.io/objects/lg-gram-15-2018-15-6-intel-core-i7-8550u-1-8ghz-16gb-1tb-ssd.front.master.1576684641045.jpg,1.09,0,1,1457143,358.1,228.6,17.8,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",1,0,16,2400,1,1000,4 x 1.8GHz,8,0,1,1,0,1,1,0,0,1,1,0
"Lenovo ThinkPad X1 Yoga (2018) 14"" FHD IPS Intel Core i5-8250U 1.6GHz / 8GB RAM / 512GB SSD",269,https://images.versus.io/objects/lenovo-thinkpad-x1-yoga-2018-14-fhd-ips-intel-core-i5-8250u-1-6ghz-8gb-ram-512gb-ssd.front.master.1576684641045.jpg,1.4,0,1,1300183,333,229,17.05,14,1920 x 1080px,157,"IPS, LCD, LED-backlit",1,1,8,2400,1,512,4 x 1.6GHz,8,0,1,1,0,1,1,0,1,1,1,0
"HP Chromebook 14 G5 14"" Intel Celeron N3450 1.1GHz / 8GB / 64GB",248,https://images.versus.io/objects/hp-chromebook-14-g5-14-intel-celeron-n3450-1-1ghz-8gb-64gb.front.master.1576684641045.jpg,1.54,0,0,1393763,337,226,18.3,14,1920 x 1080px,157,"IPS, LCD, LED-backlit",1,1,8,2400,1,64,4 x 1.1GHz,4,0,0,1,0,1,1,0,0,0,2,0
"Lenovo ThinkPad T480 14"" Intel Core i7-8550U 1.8GHz / 8GB RAM / 256GB SSD",263,https://images.versus.io/objects/lenovo-thinkpad-t480-14-intel-core-i7-8550u-1-8ghz-8gb-ram-256gb-ssd.front.master.1576684641045.jpg,1.58,0,1,1561283,336.6,232.5,19.95,14,1920 x 1080px,157,"IPS, LCD, LED-backlit",0,1,8,2400,1,256,4 x 1.8GHz,8,0,1,1,0,1,1,0,0,0,2,0
"Huawei MateBook D 15.6"" Intel Core i3-8130U 2.2GHz / 8GB RAM / 1TB HDD",267,https://images.versus.io/objects/huawei-matebook-d-15-6-intel-core-i3-8130u-2-2ghz-8gb-ram-1tb-hdd.front.master.1576684641045.jpg,1.9,0,0,14463,358,239,16.9,15.6,1920 x 1080px,142,"IPS, LCD, LED-backlit",0,1,8,2400,0,1000,2 x 2.2GHz,4,0,1,1,0,1,1,0,0,0,2,0
"Lenovo ThinkPad T480 14"" Intel Core i5-8350U 1.7GHz / 8GB RAM / 512GB SSD",435,https://images.versus.io/objects/lenovo-thinkpad-t480-14-intel-core-i5-8350u-1-7ghz-8gb-ram-512gb-ssd.front.master.1576684641045.jpg,1.58,0,1,1561283,336.6,232.5,19.95,14,1920 x 1080px,157,"IPS, LCD, LED-backlit",0,1,8,2400,1,512,4 x 1.7GHz,8,0,1,1,0,1,1,0,0,0,1,0
"Huawei MateBook X Pro 13.9"" Intel Core i7-8550U 1.8GHz / 16GB / 512GB SSD",1.09,https://images.versus.io/objects/huawei-matebook-x-pro-13-9-intel-core-i7-8550u-1-8ghz-16gb-512gb-ssd.front.master.1576684641045.jpg,1.33,0,1,963133,304,217,14.6,13.9,3000 x 2000px,259,"LED-backlit, LCD",1,1,16,2133,1,512,4 x 1.8GHz,8,0,0,1,0,1,1,0,0,1,4,0
Lenovo IdeaPad 330 14â€? Intel Pentium Silver N5000 1.1GHz / 4GB RAM / 500GB HDD,279,https://images.versus.io/objects/lenovo-ideapad-330-14-intel-pentium-silver-n5000-1-1ghz-4gb-ram-500gb-hdd.front.master.1576684641045.jpg,2.1,0,0,1919083,338.3,249.9,22.7,14,1366 x 768px,112,"LED-backlit, LCD",0,1,4,2400,0,500,4 x 1.1GHz,4,0,1,1,0,1,1,0,0,0,2,0
Lenovo IdeaPad 330S 15.6â€? Intel Core i5-7200U 2.5GHz / 8GB RAM / 256GB SSD,270,https://images.versus.io/objects/lenovo-ideapad-330s-15-6-intel-core-i5-7200u-2-5ghz-8gb-ram-256gb-ssd.front.master.1576684641045.jpg,1.87,0,0,1697223,358.4,244.1,19.4,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",0,1,8,2133,1,256,2 x 2.5GHz,4,0,1,1,0,1,1,0,0,0,2,0
Lenovo IdeaPad 330S 14â€? Intel Core i5-8250U 1.6GHz / 8GB RAM / 1TB HDD,458,https://images.versus.io/objects/lenovo-ideapad-330s-14-intel-core-i5-8250u-1-6ghz-8gb-ram-1tb-hdd.front.master.1576684641045.jpg,1.67,0,0,1437623,323.1,234.8,18.95,14,1920 x 1080px,157,"IPS, LCD, LED-backlit",0,0,8,2400,0,1000,4 x 1.6GHz,8,0,1,1,0,1,1,0,0,0,2,0
Lenovo IdeaPad 330 14â€? AMD A4-9125 2.3GHz / 4GB RAM / 1TB HDD,382,https://images.versus.io/objects/lenovo-ideapad-330-14-amd-a4-9125-2-3ghz-4gb-ram-1tb-hdd.front.master.1576684641045.jpg,2.1,0,0,1919083,338.3,249.9,22.7,14,1366 x 768px,112,"LED-backlit, LCD",0,1,4,2133,0,1000,2 x 2.3GHz,2,0,1,1,0,1,1,0,0,0,2,0
"Asus ZenBook Pro 15 UX580GD 15.6"" Intel Core i7-8750H 2.2GHz / 16GB RAM / 512GB SSD",944,https://images.versus.io/objects/asus-zenbook-pro-15-ux580gd-15-6-intel-core-i7-8750h-2-2ghz-16gb-ram-512gb-ssd.front.master.1576684641045.jpg,1.88,0,1,1662543,365,241,18.9,15.6,3840 x 2160px,282,"IPS, LCD, LED-backlit",1,0,16,2400,1,512,6 x 2.2GHz,12,0,1,1,0,1,1,0,0,1,2,0
Lenovo IdeaPad 330 14â€? Intel Celeron N4000 1.1GHz / 4GB RAM / 500GB HDD,249,https://images.versus.io/objects/lenovo-ideapad-330-14-intel-celeron-n4000-1-1ghz-4gb-ram-500gb-hdd.front.master.1576684641045.jpg,2.1,0,0,1919083,338.3,249.9,22.7,14,1366 x 768px,112,"LED-backlit, LCD",0,1,4,2400,0,500,2 x 1.1GHz,2,0,1,1,0,1,1,0,0,0,2,0
Lenovo IdeaPad 330 14â€? Intel Core i5-8250U 1.6GHz / 8GB RAM / 1TB HDD,1081,https://images.versus.io/objects/lenovo-ideapad-330-14-intel-core-i5-8250u-1-6ghz-8gb-ram-1tb-hdd.front.master.1576684641045.jpg,2.1,0,0,1919083,338.3,249.9,22.7,14,1920 x 1080px,157,"LED-backlit, LCD",0,1,8,2400,0,1000,4 x 1.6GHz,8,0,1,1,0,1,1,0,0,0,2,0
Lenovo IdeaPad 330S 15.6â€? AMD Ryzen 5 2500U 2GHz / 8GB RAM / 256GB SSD,550,https://images.versus.io/objects/lenovo-ideapad-330s-15-6-amd-ryzen-5-2500u-2ghz-8gb-ram-256gb-ssd.front.master.1576684641045.jpg,1.87,0,1,1697223,358.4,244.1,19.4,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",0,1,8,2400,1,256,4 x 2GHz,8,0,1,0,0,1,1,0,0,0,2,0
Lenovo IdeaPad 330 14â€? AMD A9-9425 3.1GHz / 4GB RAM / 1TB HDD,730,https://images.versus.io/objects/lenovo-ideapad-330-14-amd-a9-9425-3-1ghz-4gb-ram-1tb-hdd.front.master.1576684641045.jpg,2.1,0,0,1919083,338.3,249.9,22.7,14,1366 x 768px,112,"LED-backlit, LCD",0,1,4,2133,0,1000,2 x 3.1GHz,2,0,1,1,0,1,1,0,0,0,2,0
Lenovo IdeaPad 330S 15.6â€? Intel Core i7-8550U 1.8GHz / 8GB RAM / 256GB SSD,270,https://images.versus.io/objects/lenovo-ideapad-330s-15-6-intel-core-i7-8550u-1-8ghz-8gb-ram-256gb-ssd.front.master.1576684641045.jpg,1.87,0,0,1697223,358.4,244.1,19.4,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",0,1,8,2400,1,256,4 x 1.8GHz,8,0,1,1,0,1,1,0,0,0,2,0
Lenovo IdeaPad 330 14â€? Intel Core i7-8550U 1.8GHz / 4GB RAM / 1TB HDD,1199,https://images.versus.io/objects/lenovo-ideapad-330-14-intel-core-i7-8550u-1-8ghz-4gb-ram-1tb-hdd.front.master.1576684641045.jpg,2.1,0,0,1919083,338.3,249.9,22.7,14,1366 x 768px,112,"LED-backlit, LCD",0,1,4,2400,0,1000,4 x 1.8GHz,8,0,1,1,0,1,1,0,0,0,2,0
Lenovo IdeaPad 330S 15.6â€? Intel Core i3-8130U 2.2GHz / 4GB RAM / 1TB HDD,458,https://images.versus.io/objects/lenovo-ideapad-330s-15-6-intel-core-i3-8130u-2-2ghz-4gb-ram-1tb-hdd.front.master.1576684641045.jpg,1.87,0,0,1697223,358.4,244.1,19.4,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",0,1,4,2400,0,1000,2 x 2.2GHz,4,0,1,1,0,1,1,0,0,0,2,0
Lenovo IdeaPad 330S 14â€? Intel Core i7-8550U 1.8GHz / 8GB RAM / 256GB SSD + 2TB HDD,458,https://images.versus.io/objects/lenovo-ideapad-330s-14-intel-core-i7-8550u-1-8ghz-8gb-ram-256gb-ssd-2tb-hdd.front.master.1576684641045.jpg,1.67,0,1,1437623,323.1,234.8,18.95,14,1920 x 1080px,157,"IPS, LCD, LED-backlit",0,1,8,2400,1,256,4 x 1.8GHz,8,0,1,1,0,1,1,0,0,0,2,0
Lenovo IdeaPad 330S 15.6â€? Intel Core i5-8250U 1.6GHz / 8GB RAM / 128GB SSD + 1TB HDD,458,https://images.versus.io/objects/lenovo-ideapad-330s-15-6-intel-core-i5-8250u-1-6ghz-8gb-ram-128gb-ssd-1tb-hdd.front.master.1576684641045.jpg,1.87,0,1,1697223,358.4,244.1,19.4,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",0,1,8,2400,1,128,4 x 1.6GHz,8,0,1,1,0,1,1,0,0,0,2,0
Lenovo IdeaPad 330 15.6â€? Intel Core i3-7100U 2.4GHz / 4GB RAM / 1TB HDD,458,https://images.versus.io/objects/lenovo-ideapad-330-15-6-intel-core-i3-7100u-2-4ghz-4gb-ram-1tb-hdd.front.master.1576684641045.jpg,2.2,0,0,2250613,378,260,22.9,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",0,1,4,2133,0,1000,2 x 2.4GHz,4,0,1,1,0,1,1,0,0,0,1,0
"Asus ZenBook Pro 15 UX580GE 15.6"" Intel Core i9-8950HK 2.9GHz / 16GB / 1TB SSD",1.8,https://images.versus.io/objects/asus-zenbook-pro-15-ux580ge-15-6-intel-core-i9-8950hk-2-9ghz-16gb-1tb-ssd.front.master.1576684641045.jpg,1.88,0,1,1662543,365,241,18.9,15.6,3840 x 2160px,282,"IPS, LCD, LED-backlit",1,0,16,2400,1,1000,6 x 2.9GHz,12,0,1,1,0,1,1,0,0,1,2,0
"Huawei MateBook D 15.6"" Intel Core i5-8250U 1.6GHz / 8GB RAM / 128GB SSD + 1 TB HDD",246,https://images.versus.io/objects/huawei-matebook-d-15-6-intel-core-i5-8250u-1-6ghz-8gb-ram-128gb-ssd-1-tb-hdd.front.master.1576684641045.jpg,1.9,0,0,14463,358,239,16.9,15.6,1920 x 1080px,142,"IPS, LCD, LED-backlit",0,1,8,2400,1,128,4 x 1.6GHz,8,0,1,1,0,1,1,0,0,0,2,0
"MSI GV62 7RC 15.6"" Intel Core i5-7300HQ 2.5GHz / 8GB RAM / 128GB SSD + 1TB HDD",626,https://images.versus.io/objects/msi-gv62-7rc-15-6-intel-core-i5-7300hq-2-5ghz-8gb-ram-128gb-ssd-1tb-hdd.front.master.1576684641045.jpg,2.2,0,1,2887823,383,260,29,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",0,0,8,2400,1,128,4 x 2.5GHz,4,0,1,1,0,1,1,0,0,0,1,0
"Huawei MateBook D 15.6"" Intel Core i7-8550U 1.8 GHz / 16GB RAM / 256GB SSD + 1TB HDD",1.09,https://images.versus.io/objects/huawei-matebook-d-15-6-intel-core-i7-8550u-1-8-ghz-16gb-ram-256gb-ssd-1tb-hdd.front.master.1576684641045.jpg,1.9,0,0,14463,358,239,16.9,15.6,1920 x 1080px,142,"IPS, LCD, LED-backlit",0,1,16,2400,1,256,4 x 1.8GHz,8,0,1,1,0,1,1,0,0,0,2,0
Lenovo IdeaPad 330 15.6â€? Intel Core i3-7020U 2.3GHz / 4GB RAM / 1TB HDD,458,https://images.versus.io/objects/lenovo-ideapad-330-15-6-intel-core-i3-7020u-2-3ghz-4gb-ram-1tb-hdd.front.master.1576684641045.jpg,2.2,1,0,2250613,378,260,22.9,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",0,0,4,2133,0,1000,2 x 2.3GHz,4,0,1,1,0,1,1,0,0,0,2,0
Lenovo IdeaPad 330 15.6â€? AMD Ryzen 3 2200U 2.5GHz / 4GB RAM / 1TB HDD,380,https://images.versus.io/objects/lenovo-ideapad-330-15-6-amd-ryzen-3-2200u-2-5ghz-4gb-ram-1tb-hdd.front.master.1576684641045.jpg,2.2,0,0,2250613,378,260,22.9,15.6,1366 x 768px,100,"LED-backlit, LCD",0,1,4,2400,0,1000,2 x 2.5GHz,4,0,1,1,0,1,0,0,0,0,1,0
Asus ZenBook S UX391UA 13.3â€? Intel Core i7-8550U 1.8GHz / 16GB RAM / 512GB SSD,799,https://images.versus.io/objects/asus-zenbook-s-ux391ua-13-3-intel-core-i7-8550u-1-8ghz-16gb-ram-512gb-ssd.front.master.1599672598344.jpg,1.05,0,1,854533,311,213,12.9,13.3,3840 x 2160px,331,"IPS, LCD, LED-backlit",1,0,16,2400,1,512,4 x 1.8GHz,8,0,0,1,0,1,1,0,0,1,1,0
"Lenovo ThinkPad X1 Yoga (2018) 14"" WQHD IPS Intel Core i7-8650U 1.9GHz / 16GB RAM / 512GB SSD",435,https://images.versus.io/objects/lenovo-thinkpad-x1-yoga-2018-14-wqhd-ips-intel-core-i7-8650u-1-9ghz-16gb-ram-512gb-ssd.front.master.1576684641045.jpg,1.4,0,1,1300183,333,229,17.05,14,2560 x 1440px,210,"IPS, LCD, LED-backlit",1,1,16,2400,1,512,4 x 1.9GHz,8,0,1,1,0,1,1,0,1,1,1,0
"HP OMEN 17-w151nr 17.3"" Intel Core i7-6700HQ 2.6GHz / 16GB / 512GB",1399,https://images.versus.io/objects/hp-omen-17-w151nr-17-3-intel-core-i7-6700hq-2-6ghz-16gb-512gb.front.master.1576684641045.jpg,3.35,0,1,3787243,414,278.9,32.8,17.3,3840 x 2160px,254,"IPS, LCD, LED-backlit",0,1,16,2133,1,512,4 x 2.6GHz,16,0,1,1,0,1,1,0,0,0,2,0
"Acer Predator Triton 500 15.6"" Intel Core i5-8300H 2.3GHz / 8GB RAM / 512GB SSD",1.41,https://images.versus.io/objects/acer-predator-triton-500-15-6-intel-core-i5-8300h-2-3ghz-8gb-ram-512gb-ssd.front.master.1588880662078.jpg,2,0,1,1619043,358.1,254,17.8,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",0,1,8,2666,1,512,4 x 2.3GHz,8,0,1,1,0,1,1,0,0,0,1,0
"Asus ROG Mothership GZ700 UHD 17"" Intel Core i9-9980HK 2.4GHz / 64GB RAM / 1.5TB SSD",2299,https://images.versus.io/objects/asus-rog-mothership-gz700-uhd-17-intel-core-i9-9980hk-2-4ghz-64gb-ram-1-5tb-ssd.front.master.1576684641045.jpg,4.8,0,1,3922883,410,320,29.9,17.3,3840 x 2160px,255,"IPS, LCD, LED-backlit",0,0,64,2666,1,1500,8 x 2.4GHz,16,0,1,1,0,1,1,0,0,0,1,0
"Asus ROG Mothership GZ700 FHD 17"" Intel Core i9-9980HK 2.4GHz / 64GB RAM / 1.5TB SSD",2299,https://images.versus.io/objects/asus-rog-mothership-gz700-fhd-17-intel-core-i9-9980hk-2-4ghz-64gb-ram-1-5tb-ssd.front.master.1576684641045.jpg,4.8,0,1,3922883,410,320,29.9,17.3,1920 x 1080px,127,"IPS, LCD, LED-backlit",0,0,64,2666,1,1500,8 x 2.4GHz,16,0,1,1,0,1,1,0,0,0,1,0
"Dell XPS 15 Touch 15.6"" Intel Core i7 6700HQ 2.6GHz / 16GB / 256GB",1199,https://images.versus.io/objects/dell-xps-15-touch-15-6-intel-core-i7-6700hq-2-6ghz-16gb-256gb.front.master.1576684641045.jpg,2,0,1,1412833,357.1,235.5,16.8,15.6,3840 x 2160px,282,"IPS, LCD, LED-backlit",1,0,16,2133,1,256,4 x 2.6GHz,8,0,1,1,0,1,1,0,0,0,2,0
"HP Envy 13 13.3"" Intel Core i7-7500U 2.7GHz / 16GB / 512GB SSD",459,https://images.versus.io/objects/hp-envy-13-13-3-intel-core-i7-7500u-2-7ghz-16gb-512gb-ssd.front.master.1576684641045.jpg,1.32,0,1,923033,305.8,215.6,14,13.3,1920 x 1080px,166,"IPS, LCD, LED-backlit",1,0,16,1600,1,512,2 x 2.7GHz,4,0,0,1,0,1,1,0,0,0,2,0
"Toshiba Satellite Radius 12 P25W 12.5"" Intel Core i7-6500U 2.5GHz / 8GB / 256GB",226,https://images.versus.io/objects/toshiba-satellite-radius-12-p25w-12-5-intel-core-i7-6500u-2-5ghz-8gb-256gb.front.master.1576684641045.jpg,1.32,0,1,967633,299.7,208.3,15.5,12.5,3840 x 2160px,352,"IPS, LCD, LED-backlit",1,0,8,1600,1,256,2 x 2.5GHz,4,0,1,1,0,1,1,0,0,0,2,0
"HP ProBook 470 G4 17.3"" Intel Core i7 7500U 2.7GHz / 16GB / 256GB",749,https://images.versus.io/objects/hp-probook-470-g4-17-3-intel-core-i7-7500u-2-7ghz-16gb-256gb.front.master.1576684641045.jpg,2.63,0,1,3021553,416.8,279.9,25.9,17.3,1920 x 1080px,127,"LED-backlit, LCD",0,1,16,2133,1,256,2 x 2.7GHz,4,0,1,1,0,1,1,0,0,1,1,0
"MSI WT72 6QN 17.3"" Intel Xeon E3-1505M v5 2.8GHz / 64GB / 1TB",260,https://images.versus.io/objects/msi-wt72-6qn-17-3-intel-xeon-e3-1505m-v5-2-8ghz-64gb-1tb.front.master.1576684641045.jpg,3.81,0,1,6037883,428,293.9,48,17.3,1920 x 1080px,127,"IPS, LCD",0,0,64,2133,1,1000,4 x 2.8GHz,16,0,1,1,0,1,1,0,0,0,1,0
"Acer Aspire 5 15.6"" Intel Core i7-8550U 1.8GHz / 8GB / 1TB HDD",514,https://images.versus.io/objects/acer-aspire-5-15-6-intel-core-i7-8550u-1-8ghz-8gb-1tb-hdd.front.master.1576684641045.jpg,2.2,0,0,2166.43,381.5,262.9,21.6,15.6,1920 x 1080px,141,"LED-backlit, LCD",0,1,8,2400,0,1000,4 x 1.8GHz,8,0,1,1,0,1,1,0,0,0,2,0
"Toshiba Portege X20W 12.5"" Intel Core i5-7200U 2.5GHz / 8GB / 256GB",290,https://images.versus.io/objects/toshiba-portege-x20w-12-5-intel-core-i5-7200u-2-5ghz-8gb-256gb.front.master.1576684641045.jpg,1.11,0,1,775613,325.1,229.4,10.4,12.5,1920 x 1080px,176,"LED-backlit, LCD",1,1,8,1600,1,256,2 x 2.5GHz,4,0,1,1,0,1,1,0,0,1,2,0
"MSI WT72 6QN 17.3"" Intel Core i7-6820HK 2.7GHz / 32GB / 256GB",979,https://images.versus.io/objects/msi-wt72-6qn-17-3-intel-core-i7-6820hk-2-7ghz-32gb-256gb.front.master.1576684641045.jpg,3.81,0,1,6037883,428,293.9,48,17.3,1920 x 1080px,127,"IPS, LCD, LED-backlit",0,1,32,2133,1,256,4 x 2.7GHz,10,0,1,1,0,1,1,0,0,0,1,0
"Dell Alienware 15 R2 15.6"" Intel Core i7-6700HQ 2.6GHz / 16GB / 128GB",850,https://images.versus.io/objects/dell-alienware-15-r2-15-6-intel-core-i7-6700hq-2-6ghz-16gb-128gb.front.master.1576684641045.jpg,3.21,0,1,2492333,385.8,270.3,23.9,15.6,3840 x 2160px,282,"IPS, LCD, LED-backlit",1,0,16,2133,1,128,4 x 2.6GHz,8,0,1,1,0,1,1,0,0,0,1,0
"Lenovo IdeaPad Y700 15.6"" Intel i7 6700HQ 2.64GHz / 16GB / 1TB",859,https://images.versus.io/objects/lenovo-ideapad-y700-15-6-intel-i7-6700hq-2-64ghz-16gb-1tb.front.master.1576684641045.jpg,2.59,0,1,2982823,386.1,276.9,27.9,15.6,3840 x 2160px,282,"IPS, LCD, LED-backlit",1,1,16,2133,0,1000,4 x 2.64GHz,8,0,1,1,0,1,1,0,0,0,2,0
"Toshiba Satellite P50T 15.6"" Intel Core i7-4700HQ 2.4GHz / 16GB / 1TB",569,https://images.versus.io/objects/toshiba-satellite-p50t-15-6-intel-core-i7-4700hq-2-4ghz-16gb-1tb.front.master.1576684641045.jpg,2.31,0,1,2574563,378.5,243.8,27.9,15.6,3840 x 2160px,282,"LED-backlit, LCD",1,0,16,1600,1,1000,4 x 2.4GHz,8,0,1,1,0,1,1,0,0,0,1,0
"Acer Signature 17 17.3"" Intel Core i7-6700K 4GHz / 16GB / 512GB",2.33,https://images.versus.io/objects/acer-signature-17-17-3-intel-core-i7-6700k-4ghz-16gb-512gb.front.master.1576684641045.jpg,3.9,0,1,4705613,418.1,295.4,38.1,17.3,1920 x 1080px,127,"IPS, LCD, LED-backlit",0,1,16,2133,1,512,4 x 4GHz,8,0,1,1,0,1,1,0,0,1,1,0
